,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
1819,PhD,In Relationship,32583.0,10,5,0,3.0,0,0,1,1,1.0,0.0,2,7,0,0,0,0,0,0,0,53.0,9,4.0,2,4,0,165
1820,Graduation,In Relationship,62568.0,99,362,17,398.0,80,35,61,3,5.0,3.0,5,4,0,0,0,1,0,0,0,52.0,873,16.0,1,3,1,57
1821,Master,Single,44635.0,25,56,0,9.0,0,0,3,2,2.0,0.0,3,7,0,0,0,0,0,0,0,43.0,68,7.0,2,3,0,367
1822,Master,Single,33316.0,34,79,1,31.0,4,4,12,3,2.0,1.0,4,6,0,0,0,0,0,0,0,43.0,127,10.0,2,3,0,572
1823,Graduation,In Relationship,63967.0,57,387,84,141.0,73,35,162,3,4.0,4.0,12,2,0,0,0,0,0,0,0,46.0,809,23.0,1,3,0,398
1824,2n Cycle,In Relationship,52513.0,84,367,17,241.0,104,188,232,2,9.0,5.0,9,7,0,0,0,0,0,0,0,36.0,1045,25.0,0,2,0,888
1825,Graduation,In Relationship,25293.0,51,15,0,11.0,0,2,9,1,1.0,1.0,2,8,0,0,0,0,0,0,0,45.0,37,5.0,1,3,0,397
1826,PhD,Single,54111.0,97,267,6,54.0,8,3,50,2,5.0,2.0,6,5,0,0,0,0,0,0,0,49.0,380,15.0,1,2,0,372
1827,Graduation,In Relationship,78394.0,13,298,27,697.0,216,24,166,1,4.0,6.0,5,2,0,0,0,0,0,0,1,28.0,1212,16.0,0,2,1,647
1828,Master,In Relationship,80739.0,92,674,92,736.0,39,0,92,1,3.0,11.0,9,1,0,0,0,0,0,0,0,56.0,1594,24.0,0,2,0,471
1829,Master,In Relationship,22669.0,30,16,14,36.0,37,22,48,3,4.0,1.0,2,9,0,0,0,0,0,0,1,39.0,136,10.0,1,3,1,534
1830,Graduation,Single,29236.0,30,37,4,24.0,16,9,9,2,4.0,0.0,3,9,0,0,0,0,0,0,0,27.0,83,9.0,1,2,0,454
1831,Graduation,In Relationship,44911.0,11,159,0,22.0,2,1,31,3,4.0,1.0,4,7,0,0,0,0,0,0,0,55.0,213,12.0,1,3,0,621
1832,PhD,In Relationship,54693.0,72,686,17,142.0,23,26,35,8,6.0,4.0,13,6,0,0,0,0,0,0,0,52.0,906,31.0,1,3,0,586
1833,Graduation,In Relationship,48186.0,39,97,3,66.0,12,7,34,3,4.0,1.0,4,7,0,0,0,0,0,0,0,40.0,207,12.0,1,3,0,223
1834,Graduation,In Relationship,54809.0,0,63,6,57.0,13,13,22,4,2.0,1.0,5,4,0,0,0,0,0,0,1,37.0,161,12.0,2,4,1,393
1835,Graduation,In Relationship,41580.0,15,56,5,24.0,4,0,3,3,2.0,1.0,3,5,0,0,0,0,0,0,0,36.0,88,9.0,2,4,0,771
1836,PhD,In Relationship,80336.0,12,209,19,456.0,160,142,66,1,2.0,9.0,13,1,0,0,0,0,0,0,0,44.0,892,25.0,0,2,0,442
1837,Graduation,In Relationship,47743.0,56,198,2,43.0,0,12,20,3,4.0,1.0,6,6,0,1,0,0,0,0,0,57.0,275,14.0,1,3,1,569
1838,2n Cycle,In Relationship,62972.0,39,313,15,47.0,20,0,192,2,7.0,4.0,3,6,0,0,0,0,0,0,0,59.0,567,16.0,1,3,0,965
1839,PhD,Single,57333.0,55,941,14,397.0,76,58,176,11,8.0,5.0,9,6,0,0,0,0,0,0,1,60.0,1586,33.0,1,2,1,751
1840,PhD,In Relationship,32313.0,60,86,4,56.0,2,4,7,3,4.0,0.0,4,9,0,0,0,0,0,0,0,32.0,157,11.0,1,3,0,340
1841,Master,Single,84953.0,73,167,48,602.0,63,72,72,1,3.0,10.0,4,2,0,1,1,1,0,0,1,61.0,961,18.0,0,1,4,568
1842,Master,Single,27071.0,90,8,3,19.0,0,2,3,2,2.0,0.0,3,6,0,0,0,0,0,0,0,46.0,35,7.0,1,2,0,138
1843,Master,In Relationship,68148.0,86,389,66,408.0,37,57,85,1,4.0,4.0,6,2,0,0,0,0,0,0,0,57.0,1005,15.0,0,2,0,377
1844,Master,In Relationship,65735.0,37,239,7,119.0,4,15,11,5,6.0,2.0,6,7,0,0,0,0,0,0,0,49.0,391,19.0,2,4,0,476
1845,PhD,In Relationship,86836.0,7,179,21,273.0,0,21,63,1,6.0,10.0,6,5,1,0,1,1,0,0,1,39.0,557,23.0,0,2,4,721
1846,PhD,In Relationship,4023.0,29,5,0,1.0,1,1,1,15,0.0,0.0,0,19,0,0,0,0,0,0,0,51.0,8,15.0,2,4,0,138
1847,Graduation,In Relationship,30093.0,19,2,6,28.0,13,4,16,1,2.0,0.0,3,7,0,0,0,0,0,0,0,24.0,56,6.0,0,2,0,468
1848,PhD,In Relationship,57705.0,14,383,0,53.0,6,4,40,3,8.0,1.0,6,6,0,0,0,0,0,0,0,48.0,480,18.0,1,3,0,22
1849,Graduation,Single,25008.0,72,2,8,8.0,6,1,9,2,1.0,0.0,3,8,0,0,0,0,0,0,0,26.0,28,6.0,1,2,0,236
1850,2n Cycle,Single,83257.0,56,536,27,590.0,38,107,67,1,5.0,10.0,12,6,1,0,1,0,0,1,1,19.0,1327,28.0,0,1,3,754
1851,Graduation,In Relationship,22280.0,85,2,1,4.0,3,1,2,1,1.0,0.0,2,8,0,0,0,0,0,0,0,39.0,10,4.0,1,3,0,482
1852,PhD,In Relationship,72159.0,62,322,53,899.0,34,40,53,1,4.0,6.0,10,2,0,0,0,0,0,0,0,36.0,1367,21.0,0,2,0,707
1853,Graduation,In Relationship,64260.0,1,539,169,816.0,20,0,30,1,4.0,5.0,4,3,0,0,0,0,0,0,1,53.0,1554,14.0,0,2,1,400
1854,PhD,Single,82733.0,28,712,50,420.0,65,38,38,1,8.0,4.0,7,4,0,0,0,0,0,0,1,30.0,1258,20.0,0,1,1,396
1855,Master,Single,74290.0,70,1121,0,72.0,0,12,12,4,10.0,8.0,10,6,0,1,0,1,0,0,0,43.0,1217,32.0,1,2,2,294
1856,Master,Single,58217.0,84,68,1,13.0,3,5,13,1,2.0,0.0,4,6,0,0,0,0,0,0,0,63.0,100,7.0,3,4,0,666
1857,Master,In Relationship,21024.0,89,36,4,18.0,6,2,18,1,2.0,0.0,4,7,0,0,0,0,0,0,0,38.0,78,7.0,0,2,0,520
1858,PhD,In Relationship,70116.0,73,707,44,603.0,95,58,29,1,2.0,8.0,12,1,0,0,0,0,0,0,0,42.0,1441,23.0,0,2,0,607
1859,Graduation,In Relationship,54006.0,42,174,77,203.0,6,24,97,2,8.0,1.0,7,7,0,0,0,0,0,0,0,29.0,575,18.0,1,3,0,768
1860,PhD,In Relationship,69063.0,16,666,35,124.0,69,8,26,1,5.0,3.0,5,3,0,0,0,0,0,0,0,48.0,859,14.0,1,3,0,863
1861,2n Cycle,Single,11448.0,16,0,0,0.0,6,2,6,1,1.0,0.0,2,6,0,0,0,0,0,0,0,39.0,8,4.0,0,1,0,341
1862,Graduation,Single,61825.0,56,162,50,100.0,55,30,27,1,4.0,2.0,8,4,0,0,0,0,0,0,0,35.0,369,15.0,1,2,0,461
1863,Graduation,In Relationship,70886.0,65,407,70,239.0,103,88,53,1,5.0,4.0,4,2,0,0,0,0,0,0,0,43.0,857,14.0,1,3,0,354
1864,Graduation,In Relationship,69109.0,10,823,25,459.0,124,29,95,1,6.0,6.0,7,4,0,0,1,0,0,0,1,32.0,1431,20.0,0,2,2,807
1865,Graduation,Single,60208.0,13,488,23,71.0,15,0,59,11,8.0,3.0,7,7,0,1,0,0,0,0,1,41.0,641,29.0,2,3,2,867
1866,Master,In Relationship,32889.0,78,28,0,13.0,4,2,8,3,2.0,1.0,3,5,0,0,0,0,0,0,0,46.0,51,9.0,2,4,0,468
1867,Graduation,Single,34738.0,51,3,2,10.0,3,0,2,1,1.0,0.0,3,6,0,0,0,0,0,0,0,30.0,17,5.0,1,2,0,-19
1868,Master,In Relationship,30538.0,27,284,0,52.0,8,3,20,4,9.0,0.0,4,10,0,0,0,0,0,0,0,43.0,359,17.0,1,3,0,1035
1869,2n Cycle,In Relationship,82326.0,30,938,142,754.0,159,81,183,1,5.0,10.0,6,2,0,1,1,1,0,0,1,37.0,2098,22.0,0,2,4,35
1870,PhD,Single,26642.0,71,13,2,15.0,2,2,8,2,2.0,0.0,3,6,0,0,0,0,0,0,0,47.0,40,7.0,1,2,0,267
1871,Graduation,Single,69932.0,97,412,172,153.0,150,105,57,2,7.0,6.0,11,4,0,0,0,0,0,0,0,50.0,899,26.0,1,2,0,269
1872,Graduation,Single,44503.0,83,31,1,8.0,0,0,8,2,2.0,0.0,3,6,0,0,0,0,0,0,0,42.0,48,7.0,2,3,0,152
1873,PhD,Single,60200.0,3,502,19,132.0,0,6,26,6,6.0,2.0,11,6,0,0,0,0,0,0,0,66.0,685,25.0,1,2,0,671
1874,Graduation,Single,49638.0,71,18,10,3.0,3,5,0,1,1.0,0.0,3,2,0,0,0,0,0,0,0,62.0,36,5.0,1,2,0,161
1875,2n Cycle,Single,23830.0,3,1,8,6.0,4,8,16,1,1.0,0.0,3,7,0,0,0,0,0,0,0,27.0,39,5.0,0,1,0,155
1876,Master,Single,33051.0,15,100,71,243.0,108,94,219,3,9.0,1.0,8,9,0,0,0,0,0,0,1,55.0,727,21.0,0,1,1,828
1877,Graduation,In Relationship,72905.0,52,407,114,445.0,181,165,203,1,3.0,7.0,9,1,0,0,0,1,0,0,0,56.0,1334,20.0,0,2,1,268
1878,PhD,In Relationship,69702.0,8,664,9,240.0,50,19,57,2,7.0,7.0,10,4,0,0,0,0,0,0,0,63.0,989,26.0,1,3,0,648
1879,Graduation,Single,70300.0,89,1045,61,338.0,60,46,46,3,5.0,5.0,13,8,0,0,0,0,0,0,0,39.0,1536,26.0,1,2,0,421
1880,PhD,In Relationship,70643.0,66,1218,107,304.0,23,143,33,1,5.0,8.0,4,6,0,0,0,0,0,0,1,30.0,1805,18.0,0,2,1,717
1881,PhD,In Relationship,30396.0,22,15,0,6.0,0,1,12,2,1.0,1.0,2,7,1,0,0,0,0,0,1,45.0,34,6.0,1,3,2,199
1882,PhD,Single,50616.0,56,128,0,16.0,0,1,4,2,4.0,0.0,4,7,0,0,0,0,0,0,0,46.0,149,10.0,1,2,0,177
1883,Master,Single,62772.0,74,581,49,157.0,43,8,108,1,5.0,6.0,11,2,0,1,0,0,0,0,0,45.0,903,23.0,1,2,1,493
1884,PhD,Single,30298.0,48,6,3,12.0,6,1,0,1,1.0,1.0,3,3,0,0,0,0,0,0,0,29.0,22,6.0,0,1,0,154
1885,Graduation,Single,52413.0,67,185,8,133.0,56,56,12,2,7.0,1.0,7,7,0,0,0,0,0,0,0,30.0,394,17.0,1,2,0,934
1886,PhD,In Relationship,44155.0,24,22,1,9.0,0,0,14,1,1.0,1.0,2,4,0,0,0,0,0,0,0,57.0,46,5.0,2,4,0,298
1887,PhD,Single,86979.0,67,584,100,835.0,65,83,35,1,5.0,5.0,5,2,1,0,0,0,0,0,1,43.0,1637,16.0,0,1,2,447
1888,Graduation,In Relationship,76532.0,38,355,30,177.0,90,138,30,4,9.0,5.0,7,5,0,0,0,0,0,0,0,39.0,730,25.0,2,4,0,416
1889,Graduation,In Relationship,42081.0,86,175,10,110.0,54,6,27,2,6.0,3.0,4,6,1,0,0,0,0,0,0,32.0,328,15.0,1,3,1,563
1890,PhD,In Relationship,67546.0,90,864,134,768.0,150,38,172,1,4.0,10.0,5,3,0,0,0,0,0,0,0,26.0,1976,20.0,0,2,0,738
1891,Master,In Relationship,88420.0,87,957,153,612.0,99,95,153,1,4.0,7.0,8,1,1,0,1,1,0,0,0,25.0,1970,20.0,0,2,3,218
1892,Graduation,In Relationship,31158.0,62,25,6,16.0,20,0,5,2,2.0,0.0,3,8,0,0,0,0,0,0,0,29.0,52,7.0,1,3,0,617
1893,Graduation,Single,61671.0,23,641,7,56.0,0,0,28,8,10.0,4.0,6,8,0,1,0,1,0,0,0,46.0,732,28.0,1,2,2,253
1894,Graduation,Single,69719.0,99,273,86,208.0,177,14,43,1,2.0,3.0,5,1,0,0,0,0,0,0,0,40.0,624,11.0,0,1,0,96
1895,Graduation,Single,49160.0,29,122,21,43.0,25,10,15,2,3.0,1.0,6,6,0,0,0,0,0,0,0,65.0,211,12.0,1,2,0,384
1896,Basic,In Relationship,24882.0,52,1,4,10.0,29,0,36,1,1.0,1.0,2,6,1,0,0,0,0,0,0,36.0,51,5.0,1,3,1,767
1897,PhD,Single,90933.0,90,1020,31,430.0,62,63,79,1,4.0,6.0,4,1,0,0,1,0,0,0,0,60.0,1623,15.0,0,1,1,161
1899,PhD,In Relationship,59292.0,71,378,14,68.0,19,14,14,2,3.0,5.0,8,3,0,0,0,0,0,0,0,64.0,488,18.0,1,3,0,471
1900,PhD,In Relationship,45759.0,13,42,1,18.0,3,0,4,2,2.0,0.0,3,7,0,0,0,0,0,0,0,50.0,65,7.0,2,4,0,639
1901,Graduation,Single,22148.0,16,15,5,14.0,0,4,11,1,1.0,0.0,3,7,0,0,0,0,0,0,0,31.0,49,5.0,0,1,0,222
1902,Master,In Relationship,73395.0,94,272,7,80.0,20,7,11,1,4.0,4.0,6,2,0,0,0,0,0,0,0,27.0,377,15.0,0,2,0,170
1903,Graduation,Single,29819.0,77,9,1,24.0,2,1,2,3,3.0,0.0,3,6,0,0,0,0,0,0,0,43.0,37,9.0,1,2,0,332
1904,Graduation,In Relationship,45688.0,20,279,0,18.0,0,0,9,2,3.0,1.0,8,4,0,1,0,0,0,0,0,46.0,306,14.0,1,3,1,296
1905,Graduation,In Relationship,62820.0,51,398,61,265.0,138,61,53,1,3.0,4.0,6,1,0,0,0,0,0,0,0,60.0,838,14.0,0,2,0,346
1906,PhD,In Relationship,60491.0,81,637,47,237.0,12,19,76,4,6.0,11.0,7,5,0,0,0,0,0,0,0,43.0,1016,28.0,1,3,0,465
1907,Graduation,In Relationship,33235.0,71,45,0,16.0,2,1,6,1,3.0,0.0,3,7,0,0,0,0,0,0,0,28.0,68,7.0,1,3,0,148
1908,Graduation,In Relationship,35701.0,36,21,1,9.0,7,3,5,1,1.0,0.0,3,6,0,0,0,0,0,0,0,55.0,39,5.0,0,2,0,592
1909,Master,In Relationship,31535.0,95,15,4,13.0,0,0,19,1,1.0,1.0,2,7,1,0,0,0,0,0,0,34.0,51,5.0,1,3,1,342
1910,2n Cycle,In Relationship,92556.0,32,493,183,352.0,184,23,28,0,3.0,5.0,13,0,0,0,0,0,0,0,0,54.0,1079,21.0,0,2,0,199
1911,Graduation,Single,67384.0,32,957,40,175.0,158,53,107,2,7.0,8.0,5,5,0,1,0,0,0,0,0,44.0,1332,22.0,1,2,1,755
1912,Master,In Relationship,80573.0,85,829,138,430.0,60,92,15,1,4.0,6.0,13,2,0,0,0,0,0,0,0,43.0,1504,24.0,0,2,0,699
1913,Graduation,In Relationship,77870.0,93,1017,50,500.0,65,50,133,3,5.0,5.0,5,8,0,1,0,1,0,0,1,47.0,1750,18.0,1,3,3,744
1914,PhD,Single,52278.0,24,953,0,71.0,0,0,174,6,10.0,5.0,10,8,0,0,0,0,0,0,0,51.0,1198,31.0,1,2,0,657
1915,Graduation,Single,57107.0,44,159,0,120.0,0,0,137,7,4.0,4.0,8,8,0,1,0,0,1,0,1,46.0,416,23.0,1,2,3,791
1916,Graduation,In Relationship,18929.0,15,32,0,8.0,23,4,18,1,1.0,0.0,4,6,0,0,0,0,0,0,0,24.0,62,6.0,0,2,0,644
1917,PhD,Single,36038.0,82,23,0,15.0,0,2,7,2,3.0,0.0,3,6,0,0,0,0,0,0,0,33.0,47,8.0,1,2,0,473
1918,Graduation,Single,20180.0,27,18,42,24.0,15,20,18,1,2.0,1.0,4,7,0,0,0,0,0,0,0,38.0,122,8.0,0,1,0,628
1919,PhD,In Relationship,34230.0,72,15,0,4.0,0,0,2,1,1.0,0.0,2,7,0,0,0,0,0,0,0,49.0,21,4.0,2,4,0,639
1920,2n Cycle,Single,31878.0,7,23,4,5.0,10,5,23,1,1.0,0.0,4,3,0,0,0,0,0,0,0,37.0,60,6.0,1,2,0,161
1921,2n Cycle,In Relationship,70932.0,57,200,193,100.0,46,185,185,2,6.0,2.0,12,3,0,0,0,0,0,0,0,42.0,863,22.0,1,3,0,265
1922,Graduation,Single,91249.0,84,1324,27,119.0,71,108,27,0,7.0,9.0,6,4,0,1,1,1,1,0,1,58.0,1605,22.0,0,1,5,694
1923,Master,Single,77598.0,53,1193,33,281.0,129,66,33,1,7.0,5.0,13,3,0,0,1,0,0,0,0,71.0,1606,26.0,0,1,1,643
1924,Graduation,Single,80982.0,48,505,137,401.0,104,22,22,3,11.0,5.0,11,5,0,0,0,0,0,1,0,55.0,1087,30.0,2,3,0,445
1925,Master,In Relationship,22701.0,2,2,4,9.0,0,4,5,1,1.0,0.0,3,5,0,0,0,0,0,0,0,37.0,24,5.0,1,3,0,575
1926,PhD,In Relationship,55212.0,65,1103,0,45.0,0,0,34,3,4.0,2.0,11,8,0,1,0,0,1,0,0,45.0,1182,20.0,1,3,2,679
1927,Graduation,In Relationship,70617.0,45,353,61,753.0,40,46,27,1,3.0,3.0,7,2,0,0,0,0,0,0,0,44.0,1240,14.0,0,2,0,487
1928,Graduation,Single,64849.0,42,652,48,350.0,94,84,108,1,9.0,3.0,6,5,0,0,0,0,0,0,1,57.0,1242,19.0,0,1,1,712
1929,Master,In Relationship,62694.0,29,379,6,157.0,25,91,91,5,9.0,3.0,7,7,0,0,0,0,0,0,0,49.0,724,24.0,2,4,0,509
1930,PhD,In Relationship,61917.0,83,46,4,36.0,2,2,1,1,2.0,0.0,4,5,0,0,0,0,0,0,0,40.0,89,7.0,2,4,0,299
1931,PhD,In Relationship,67472.0,93,162,31,127.0,8,17,69,2,4.0,2.0,7,3,0,0,0,0,0,0,0,67.0,406,15.0,1,3,0,342
1932,Master,In Relationship,21059.0,40,8,3,19.0,3,3,8,3,3.0,0.0,3,6,0,0,0,0,0,0,0,32.0,41,9.0,1,3,0,119
1933,Master,In Relationship,29543.0,47,17,3,18.0,3,4,18,2,3.0,1.0,2,7,0,0,0,0,0,0,0,46.0,60,8.0,2,4,0,290
1934,Graduation,In Relationship,75903.0,50,340,108,185.0,130,38,100,2,6.0,6.0,9,3,0,0,0,0,0,0,0,63.0,771,23.0,1,3,0,440
1935,2n Cycle,In Relationship,34984.0,40,8,4,15.0,3,5,3,2,1.0,0.0,3,7,0,0,0,0,0,0,0,39.0,35,6.0,2,4,0,871
1936,PhD,Single,54998.0,3,154,22,202.0,39,30,8,5,4.0,2.0,9,4,0,0,0,0,0,0,1,58.0,416,20.0,1,2,1,427
1937,PhD,Single,54356.0,62,710,15,30.0,20,0,0,3,11.0,2.0,8,8,0,0,0,0,0,0,1,65.0,755,24.0,1,2,1,686
1938,Master,In Relationship,34242.0,25,8,2,4.0,0,0,1,1,0.0,0.0,3,5,0,0,0,0,0,0,0,55.0,15,4.0,1,3,0,234
1939,Graduation,In Relationship,25410.0,48,2,2,4.0,13,13,4,1,1.0,0.0,4,4,0,0,0,0,0,0,0,41.0,25,6.0,1,3,0,415
1940,PhD,In Relationship,73356.0,56,1050,14,322.0,0,14,112,1,5.0,11.0,5,2,1,0,1,1,0,0,1,30.0,1512,22.0,0,2,4,132
1941,Graduation,In Relationship,28320.0,68,19,1,14.0,3,2,4,1,1.0,0.0,3,8,0,0,0,0,0,0,0,64.0,40,5.0,1,3,0,624
1942,Graduation,Single,23763.0,64,22,0,6.0,6,2,6,1,1.0,0.0,3,7,0,0,0,0,0,0,0,37.0,36,5.0,1,2,0,818
1943,Graduation,In Relationship,72570.0,67,274,83,216.0,151,141,224,1,4.0,6.0,12,1,0,0,0,0,0,0,0,30.0,938,23.0,0,2,0,159
1944,Master,In Relationship,34529.0,94,68,6,38.0,3,6,41,2,2.0,2.0,3,7,0,0,0,0,0,0,0,38.0,159,9.0,1,3,0,720
1945,Graduation,Single,70792.0,82,344,45,654.0,104,11,114,2,3.0,4.0,10,3,0,0,0,0,0,0,0,63.0,1168,19.0,0,1,0,471
1946,Graduation,In Relationship,63211.0,3,145,193,459.0,205,26,145,2,3.0,8.0,7,2,0,0,0,0,0,0,1,32.0,968,20.0,0,2,1,1027
1947,Master,In Relationship,83891.0,24,217,38,350.0,111,85,15,1,4.0,7.0,10,1,0,0,0,0,0,0,0,40.0,705,22.0,1,3,0,146
1948,Graduation,Single,36065.0,54,18,7,34.0,10,2,3,3,3.0,0.0,3,8,0,0,0,0,0,0,0,46.0,64,9.0,2,3,0,562
1949,Graduation,In Relationship,39898.0,20,69,8,26.0,12,7,12,2,3.0,0.0,4,7,0,0,0,0,0,0,0,60.0,122,9.0,1,3,0,350
1950,PhD,Single,51141.0,96,144,0,7.0,0,0,6,1,3.0,1.0,4,5,0,0,0,0,0,0,0,74.0,157,9.0,0,1,0,391
1951,Graduation,In Relationship,56939.0,19,256,34,103.0,90,29,49,2,3.0,3.0,10,3,0,0,0,0,0,0,0,38.0,471,18.0,1,3,0,426
1952,Graduation,Single,80872.0,60,483,72,567.0,94,12,108,1,4.0,4.0,10,1,0,0,0,0,0,0,0,63.0,1242,19.0,0,1,0,-58
1953,PhD,In Relationship,72335.0,2,1285,105,653.0,28,21,0,1,10.0,4.0,8,8,0,0,0,0,0,0,1,38.0,2064,23.0,0,2,1,844
1954,PhD,Single,61798.0,13,338,4,89.0,11,8,13,1,4.0,2.0,9,4,0,0,0,0,0,0,0,50.0,452,16.0,0,1,0,366
1955,PhD,Single,76842.0,37,605,10,345.0,84,54,32,1,1.0,8.0,7,0,0,0,0,0,0,0,0,64.0,1046,17.0,0,1,0,240
1956,Graduation,In Relationship,29478.0,59,8,0,7.0,3,1,1,1,1.0,0.0,3,6,0,0,0,0,0,0,0,38.0,17,5.0,1,3,0,265
1957,Graduation,Single,46998.0,55,172,41,86.0,45,6,27,5,5.0,3.0,5,7,1,0,0,0,0,0,0,58.0,332,18.0,1,2,1,721
1958,Graduation,Single,96843.0,60,448,71,951.0,40,17,17,1,6.0,11.0,10,2,0,0,1,0,0,0,1,24.0,1504,28.0,0,1,2,533
1959,PhD,Single,56551.0,48,67,4,32.0,17,2,16,3,2.0,1.0,4,4,0,0,0,0,0,0,0,64.0,121,10.0,2,3,0,107
1960,Master,In Relationship,70053.0,38,512,53,98.0,81,179,89,3,8.0,5.0,10,5,0,0,0,0,0,0,0,49.0,931,26.0,1,3,0,602
1961,PhD,Single,71670.0,8,1462,16,128.0,0,0,160,1,5.0,3.0,6,6,0,1,1,0,1,0,1,52.0,1766,15.0,0,1,4,448
1962,Graduation,In Relationship,44359.0,19,20,0,14.0,7,3,1,3,2.0,0.0,4,3,0,0,0,0,0,0,0,36.0,38,9.0,2,4,0,154
1963,Graduation,Single,40887.0,32,50,4,44.0,10,10,43,3,3.0,1.0,3,9,0,0,0,0,0,0,1,62.0,151,10.0,2,3,1,518
1964,Graduation,Single,48877.0,27,102,1,15.0,2,0,24,1,3.0,0.0,4,7,0,0,0,0,0,0,0,48.0,142,8.0,1,2,0,193
1965,Graduation,In Relationship,74485.0,58,499,149,815.0,173,49,49,1,6.0,7.0,12,3,0,0,0,0,0,0,0,67.0,1561,26.0,0,2,0,412
1966,Graduation,In Relationship,64474.0,59,381,35,172.0,56,86,93,2,8.0,2.0,10,5,0,0,0,0,0,0,0,42.0,767,22.0,1,3,0,352
1967,Graduation,In Relationship,77226.0,29,631,43,239.0,128,76,21,2,6.0,8.0,12,3,0,0,0,0,0,0,0,51.0,1010,28.0,1,3,0,253
1968,Graduation,Single,72643.0,60,526,80,553.0,123,94,53,1,3.0,10.0,7,2,0,0,0,1,0,0,1,65.0,1306,21.0,0,1,2,588
1969,Master,In Relationship,85738.0,41,913,26,376.0,17,26,13,1,3.0,6.0,11,1,0,1,1,0,0,0,0,36.0,1354,21.0,0,2,2,277
1970,Graduation,Single,55686.0,27,673,0,199.0,37,47,26,2,6.0,3.0,5,4,1,0,0,0,0,0,0,48.0,945,16.0,1,2,1,634
1971,Graduation,Single,39062.0,28,23,0,9.0,0,0,12,1,1.0,0.0,3,4,1,0,0,0,0,0,0,31.0,44,5.0,1,2,1,229
1972,Graduation,In Relationship,34600.0,8,199,33,60.0,8,3,15,5,5.0,2.0,5,8,0,0,0,0,0,0,1,43.0,310,17.0,2,4,1,697
1973,Graduation,In Relationship,40794.0,18,261,23,73.0,4,23,50,2,6.0,3.0,5,7,0,0,0,0,0,0,0,39.0,430,16.0,1,3,0,503
1974,2n Cycle,In Relationship,54690.0,76,111,16,37.0,7,9,18,3,3.0,1.0,5,3,0,0,0,0,0,0,0,43.0,191,12.0,2,4,0,438
1976,2n Cycle,In Relationship,32632.0,32,63,151,137.0,153,19,53,2,4.0,4.0,8,5,0,0,0,0,0,0,0,51.0,423,18.0,0,2,0,1001
1977,PhD,Single,38236.0,2,58,0,18.0,2,0,10,4,3.0,0.0,4,7,0,0,0,0,0,0,0,46.0,86,11.0,2,3,0,441
1978,Graduation,In Relationship,36781.0,16,29,1,17.0,0,3,13,1,2.0,1.0,2,8,0,0,0,0,0,0,1,35.0,63,6.0,1,3,1,48
1979,Master,Single,31385.0,56,3,2,12.0,0,1,9,1,1.0,0.0,2,8,1,0,0,0,0,0,1,30.0,27,4.0,1,2,2,883
1980,Graduation,In Relationship,24570.0,97,28,34,62.0,11,14,44,3,4.0,0.0,4,9,0,0,0,0,0,0,0,30.0,182,11.0,1,3,0,551
1981,PhD,Single,25509.0,15,40,3,30.0,10,7,11,3,3.0,0.0,3,9,0,0,0,0,0,0,1,40.0,91,9.0,1,2,1,795
1982,Graduation,In Relationship,94642.0,35,879,143,797.0,106,143,143,0,5.0,7.0,9,1,0,0,1,1,0,0,0,63.0,2105,21.0,0,2,2,-30
1983,Master,In Relationship,58646.0,3,62,1,44.0,6,5,22,1,2.0,1.0,4,4,0,0,0,0,0,0,0,52.0,134,8.0,1,3,0,424
1984,Graduation,Single,53201.0,49,280,7,81.0,20,0,27,8,6.0,3.0,5,7,0,0,0,0,0,0,0,39.0,395,22.0,2,3,0,321
1985,Graduation,In Relationship,21994.0,4,9,0,6.0,3,1,3,1,0.0,0.0,3,5,0,0,0,0,0,0,0,57.0,19,4.0,1,3,0,709
1986,Graduation,In Relationship,57113.0,45,182,4,33.0,0,2,42,6,4.0,1.0,5,7,0,0,0,0,0,0,0,36.0,263,16.0,2,4,0,508
1987,Graduation,In Relationship,51373.0,37,83,2,101.0,64,26,117,1,3.0,5.0,3,4,0,0,0,0,0,0,0,23.0,329,12.0,0,2,0,496
1988,Graduation,In Relationship,23477.0,39,38,15,54.0,3,8,29,3,3.0,0.0,4,8,0,0,0,0,0,0,0,28.0,144,10.0,1,3,0,373
1989,Graduation,In Relationship,58116.0,38,228,19,130.0,4,11,51,2,3.0,3.0,8,2,0,0,0,0,0,0,0,58.0,439,16.0,1,3,0,200
1990,PhD,Single,72968.0,8,1092,37,592.0,145,37,55,1,5.0,5.0,8,3,0,0,0,1,0,0,1,51.0,1813,19.0,0,1,2,348
1991,Master,In Relationship,39791.0,89,85,15,27.0,13,13,21,2,3.0,1.0,4,7,0,0,0,0,0,0,0,43.0,161,10.0,1,3,0,530
1992,Master,Single,91712.0,47,1276,24,746.0,94,29,48,0,9.0,7.0,11,3,0,0,1,0,0,0,1,67.0,2123,27.0,0,1,2,369
1993,Graduation,Single,94472.0,75,1017,33,417.0,108,100,16,1,5.0,5.0,5,5,0,1,1,0,0,0,0,56.0,1583,16.0,1,2,2,203
